sentences,ground_truth,total_words,llm_raw,llm_prediction,llm_successes,bert_prediction,bert_successes
['http://www.nola.com/lsu/t-p/football/index.ssf?/lsustory/secnotes08.html'],['X'],1,"[{'raw_response': '[\n  {""text"": ""http"", ""tag"": ""DET""},\n  {""text"": "":"", ""tag"": ""PUNCT""},\n  {""text"": ""/"", ""tag"": ""CCONJ""},\n  {""text"": ""www"", ""tag"": ""PROPN""},\n  {""text"": ""."", ""tag"": ""PUNCT""},\n  {""text"": ""nola"", ""tag"": ""NOUN""},\n  {""text"": ""."", ""tag"": ""PUNCT""},\n  {""text"": ""com"", ""tag"": ""NOUN""},\n  {""text"": ""/"", ""tag"": ""CCONJ""},\n  {""text"": ""lsu"", ""tag"": ""PROPN""},\n  {""text"": ""/"", ""tag"": ""CCONJ""},\n  {""text"": ""t-p"", ""tag"": ""X""},\n  {""text"": ""/"", ""tag"": ""CCONJ""},\n  {""text"": ""football"", ""tag"": ""NOUN""},\n  {""text"": ""/"", ""tag"": ""CCONJ""},\n  {""text"": ""index"", ""tag"": ""NOUN""},\n  {""text"": ""."", ""tag"": ""PUNCT""},\n  {""text"": ""ssf"", ""tag"": ""NOUN""},\n  {""text"": ""?"", ""tag"": ""PUNCT""},\n  {""text"": ""/"", ""tag"": ""CCONJ""},\n  {""text"": ""lsustory"", ""tag"": ""PROPN""},\n  {""text"": ""/"", ""tag"": ""CCONJ""},\n  {""text"": ""secnotes08"", ""tag"": ""NOUN""},\n  {""text"": ""."", ""tag"": ""PUNCT""},\n  {""text"": ""html"", ""tag"": ""NOUN""}\n]', 'parsed_json': [{'text': 'http', 'tag': 'DET'}, {'text': ':', 'tag': 'PUNCT'}, {'text': '/', 'tag': 'CCONJ'}, {'text': 'www', 'tag': 'PROPN'}, {'text': '.', 'tag': 'PUNCT'}, {'text': 'nola', 'tag': 'NOUN'}, {'text': '.', 'tag': 'PUNCT'}, {'text': 'com', 'tag': 'NOUN'}, {'text': '/', 'tag': 'CCONJ'}, {'text': 'lsu', 'tag': 'PROPN'}, {'text': '/', 'tag': 'CCONJ'}, {'text': 't-p', 'tag': 'X'}, {'text': '/', 'tag': 'CCONJ'}, {'text': 'football', 'tag': 'NOUN'}, {'text': '/', 'tag': 'CCONJ'}, {'text': 'index', 'tag': 'NOUN'}, {'text': '.', 'tag': 'PUNCT'}, {'text': 'ssf', 'tag': 'NOUN'}, {'text': '?', 'tag': 'PUNCT'}, {'text': '/', 'tag': 'CCONJ'}, {'text': 'lsustory', 'tag': 'PROPN'}, {'text': '/', 'tag': 'CCONJ'}, {'text': 'secnotes08', 'tag': 'NOUN'}, {'text': '.', 'tag': 'PUNCT'}, {'text': 'html', 'tag': 'NOUN'}]}]","['DET', 'PUNCT', 'CCONJ', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'PROPN', 'CCONJ', 'X', 'CCONJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN']",0,"['NNP', ':', 'IN', 'NN', ',', 'NN', 'NNP', '.', 'NNP', ',', 'NN', ':', 'NN', ':', 'JJ', ':', 'NN', ':', 'NN', '.', 'NNS', 'UH', '.', ':', 'NN', 'NNP', ':', 'NNS', 'CD', '.', 'NN']",0
['http://www.nola.com/lsu/t-p/football/index.ssf?/lsustory/lsufoe08.html'],['X'],1,"[{'raw_response': '[\n  {""text"": ""http"", ""tag"": ""DET""},\n  {""text"": "":"", ""tag"": ""PUNCT""},\n  {""text"": ""/"", ""tag"": ""ADP""},\n  {""text"": ""/"", ""tag"": ""ADP""},\n  {""text"": ""www."", ""tag"": ""INTJ""},\n  {""text"": ""nola"", ""tag"": ""NOUN""},\n  {""text"": ""."", ""tag"": ""PUNCT""},\n  {""text"": ""com/"", ""tag"": ""PROPN""},\n  {""text"": ""lsu/"", ""tag"": ""PROPN""},\n  {""text"": ""t-p/"", ""tag"": ""ADJ""},\n  {""text"": ""football/"", ""tag"": ""NOUN""},\n  {""text"": ""index"", ""tag"": ""NOUN""},\n  {""text"": ""."", ""tag"": ""PUNCT""},\n  {""text"": ""s"", ""tag"": ""VERB""},\n  {""text"": ""s"", ""tag"": ""VERB""},\n  {""text"": ""f"", ""tag"": ""PROPN""},\n  {""text"": ""?/"", ""tag"": ""ADP""}\n]', 'parsed_json': [{'text': 'http', 'tag': 'DET'}, {'text': ':', 'tag': 'PUNCT'}, {'text': '/', 'tag': 'ADP'}, {'text': '/', 'tag': 'ADP'}, {'text': 'www.', 'tag': 'INTJ'}, {'text': 'nola', 'tag': 'NOUN'}, {'text': '.', 'tag': 'PUNCT'}, {'text': 'com/', 'tag': 'PROPN'}, {'text': 'lsu/', 'tag': 'PROPN'}, {'text': 't-p/', 'tag': 'ADJ'}, {'text': 'football/', 'tag': 'NOUN'}, {'text': 'index', 'tag': 'NOUN'}, {'text': '.', 'tag': 'PUNCT'}, {'text': 's', 'tag': 'VERB'}, {'text': 's', 'tag': 'VERB'}, {'text': 'f', 'tag': 'PROPN'}, {'text': '?/', 'tag': 'ADP'}]}]","['DET', 'PUNCT', 'ADP', 'ADP', 'INTJ', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'PROPN', 'ADP']",0,"['NNP', ':', 'IN', 'NN', ',', 'NN', 'NNP', '.', 'NNP', ',', 'NN', ':', 'NN', ':', 'JJ', ':', 'NN', ':', 'NN', '.', 'UH', '.', ':', 'NN', 'NNP', ':', 'NN', 'CD', '.', 'NN']",0
"['i', 'have', 'stronger', 'will', 'than', 'you', 'think', '.']","['PRON', 'VERB', 'ADJ', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'PUNCT']",8,"[{'raw_response': 'Tags: [{""0"": ""PRON""}, {""1"": ""AUX""}, {""2"": ""ADJ""}, {""3"": ""NOUN""}, {""4"": ""CCONJ""}, {""5"": ""PRON""}, {""6"": ""VERB""}, {""7"": ""PUNCT""}]', 'parsed_json': {'error': 'Response could not be parsed as JSON', 'raw_output': 'Tags: [{""0"": ""PRON""}, {""1"": ""AUX""}, {""2"": ""ADJ""}, {""3"": ""NOUN""}, {""4"": ""CCONJ""}, {""5"": ""PRON""}, {""6"": ""VERB""}, {""7"": ""PUNCT""}]'}}]",[],0,"['SYM', 'VB', 'JJR', 'MD', 'IN', 'PRP', 'VB', '.']",0
"['house', 'of', 'pies', 'here', 'i', 'come', '.']","['PROPN', 'ADP', 'PROPN', 'ADV', 'PRON', 'VERB', 'PUNCT']",7,"[{'raw_response': '[\n  {""text"": ""house"", ""tag"": ""NOUN""},\n  {""text"": ""of"", ""tag"": ""ADP""},\n  {""text"": ""pies"", ""tag"": ""NOUN""},\n  {""text"": ""here"", ""tag"": ""ADV""},\n  {""text"": ""i"", ""tag"": ""PRON""},\n  {""text"": ""come"", ""tag"": ""VERB""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'house', 'tag': 'NOUN'}, {'text': 'of', 'tag': 'ADP'}, {'text': 'pies', 'tag': 'NOUN'}, {'text': 'here', 'tag': 'ADV'}, {'text': 'i', 'tag': 'PRON'}, {'text': 'come', 'tag': 'VERB'}, {'text': '.', 'tag': 'PUNCT'}]}]","['NOUN', 'ADP', 'NOUN', 'ADV', 'PRON', 'VERB', 'PUNCT']",5,"['NN', 'IN', 'NNS', 'RB', 'SYM', 'VBN', '.']",0
"['i', 'am', 'sure', 'i', 'could', 'have', 'persuaded', 'you', 'to', 'give', 'me', 'some', 'action', '.']","['PRON', 'AUX', 'ADJ', 'PRON', 'AUX', 'AUX', 'VERB', 'PRON', 'PART', 'VERB', 'PRON', 'DET', 'NOUN', 'PUNCT']",14,"[{'raw_response': '[\n  {""text"": ""\'"", ""tag"": ""PUNCT""},\n  {""text"": ""i"", ""tag"": ""PRON""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""am"", ""tag"": ""AUX""},\n  {""text"": ""sure"", ""tag"": ""ADJ""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""i"", ""tag"": ""PRON""},\n  {""text"": ""could"", ""tag"": ""AUX""},\n  {""text"": ""have"", ""tag"": ""VERB""},\n  {""text"": ""persuaded"", ""tag"": ""VERB""},\n  {""text"": ""you"", ""tag"": ""PRON""},\n  {""text"": ""to"", ""tag"": ""ADP""},\n  {""text"": ""give"", ""tag"": ""VERB""},\n  {""text"": ""me"", ""tag"": ""PRON""},\n  {""text"": ""some"", ""tag"": ""DET""},\n  {""text"": ""action"", ""tag"": ""NOUN""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': ""'"", 'tag': 'PUNCT'}, {'text': 'i', 'tag': 'PRON'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'am', 'tag': 'AUX'}, {'text': 'sure', 'tag': 'ADJ'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'i', 'tag': 'PRON'}, {'text': 'could', 'tag': 'AUX'}, {'text': 'have', 'tag': 'VERB'}, {'text': 'persuaded', 'tag': 'VERB'}, {'text': 'you', 'tag': 'PRON'}, {'text': 'to', 'tag': 'ADP'}, {'text': 'give', 'tag': 'VERB'}, {'text': 'me', 'tag': 'PRON'}, {'text': 'some', 'tag': 'DET'}, {'text': 'action', 'tag': 'NOUN'}, {'text': '.', 'tag': 'PUNCT'}]}]","['PUNCT', 'PRON', 'PUNCT', 'AUX', 'ADJ', 'PUNCT', 'PRON', 'AUX', 'VERB', 'VERB', 'PRON', 'ADP', 'VERB', 'PRON', 'DET', 'NOUN', 'PUNCT']",2,"['SYM', 'UH', 'RB', 'SYM', 'MD', 'VB', 'VBN', 'PRP', 'TO', 'VB', 'PRP', 'DT', 'NN', '.']",0
"['why', 'is', 'enron', 'blowing', 'up', '?']","['ADV', 'AUX', 'PROPN', 'VERB', 'ADP', 'PUNCT']",6,"[{'raw_response': '[\n  {""text"": ""why"", ""tag"": ""INTJ""},\n  {""text"": ""is"", ""tag"": ""AUX""},\n  {""text"": ""enron"", ""tag"": ""PROPN""},\n  {""text"": ""blowing"", ""tag"": ""VERB""},\n  {""text"": ""up"", ""tag"": ""ADP""},\n  {""text"": ""?"", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'why', 'tag': 'INTJ'}, {'text': 'is', 'tag': 'AUX'}, {'text': 'enron', 'tag': 'PROPN'}, {'text': 'blowing', 'tag': 'VERB'}, {'text': 'up', 'tag': 'ADP'}, {'text': '?', 'tag': 'PUNCT'}]}]","['INTJ', 'AUX', 'PROPN', 'VERB', 'ADP', 'PUNCT']",5,"['WRB', 'VBZ', 'FW', 'VBG', 'RB', '.']",0
"['i', 'did', ""n't"", 'want', 'you', 'to', 'go', '.']","['PRON', 'AUX', 'PART', 'VERB', 'PRON', 'PART', 'VERB', 'PUNCT']",8,"[{'raw_response': '[\n  {""text"": ""\'"", ""tag"": ""PUNCT""},\n  {""text"": ""i"", ""tag"": ""PRON""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""did"", ""tag"": ""AUX""},\n  {""text"": ""n\'t"", ""tag"": ""PART""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""want"", ""tag"": ""VERB""},\n  {""text"": "" "", ""tag"": ""X""},\n  {""text"": ""you"", ""tag"": ""PRON""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""to"", ""tag"": ""ADP""},\n  {""text"": "" "", ""tag"": ""X""},\n  {""text"": ""go"", ""tag"": ""VERB""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': ""'"", 'tag': 'PUNCT'}, {'text': 'i', 'tag': 'PRON'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'did', 'tag': 'AUX'}, {'text': ""n't"", 'tag': 'PART'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'want', 'tag': 'VERB'}, {'text': ' ', 'tag': 'X'}, {'text': 'you', 'tag': 'PRON'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'to', 'tag': 'ADP'}, {'text': ' ', 'tag': 'X'}, {'text': 'go', 'tag': 'VERB'}, {'text': '.', 'tag': 'PUNCT'}]}]","['PUNCT', 'PRON', 'PUNCT', 'AUX', 'PART', 'PUNCT', 'VERB', 'X', 'PRON', 'PUNCT', 'ADP', 'X', 'VERB', 'PUNCT']",1,"['SYM', 'VBD', 'RB', 'VB', 'PRP', 'TO', 'VB', '.']",0
"['i', 'was', 'just', 'going', 'to', 'sleep', 'anyway', '.']","['PRON', 'AUX', 'ADV', 'VERB', 'PART', 'VERB', 'ADV', 'PUNCT']",8,"[{'raw_response': '[\n  {""text"": ""\'"", ""tag"": ""PUNCT""},\n  {""text"": ""I"", ""tag"": ""PRON""},\n  {""text"": ""was"", ""tag"": ""AUX""},\n  {""text"": ""just"", ""tag"": ""ADV""},\n  {""text"": ""going"", ""tag"": ""VERB""},\n  {""text"": ""to"", ""tag"": ""PART""},\n  {""text"": ""sleep"", ""tag"": ""VERB""},\n  {""text"": ""anyway"", ""tag"": ""ADV""},\n  {""text"": ""\'"", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': ""'"", 'tag': 'PUNCT'}, {'text': 'I', 'tag': 'PRON'}, {'text': 'was', 'tag': 'AUX'}, {'text': 'just', 'tag': 'ADV'}, {'text': 'going', 'tag': 'VERB'}, {'text': 'to', 'tag': 'PART'}, {'text': 'sleep', 'tag': 'VERB'}, {'text': 'anyway', 'tag': 'ADV'}, {'text': ""'"", 'tag': 'PUNCT'}]}]","['PUNCT', 'PRON', 'AUX', 'ADV', 'VERB', 'PART', 'VERB', 'ADV', 'PUNCT']",0,"['SYM', 'VBD', 'RB', 'VBG', 'TO', 'VB', 'RB', '.']",0
"['i', 'was', 'too', 'tired', 'to', 'give', 'you', 'any', 'action', '.']","['PRON', 'AUX', 'ADV', 'ADJ', 'PART', 'VERB', 'PRON', 'DET', 'NOUN', 'PUNCT']",10,"[{'raw_response': '[\n  {""text"": ""\'"", ""tag"": ""PUNCT""},\n  {""text"": ""i"", ""tag"": ""PRON""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""was"", ""tag"": ""AUX""},\n  {""text"": ""too"", ""tag"": ""ADV""},\n  {""text"": "","" , ""tag"": ""PUNCT""},\n  {""text"": ""tired"", ""tag"": ""ADJ""},\n  {""text"": ""to"", ""tag"": ""ADP""},\n  {""text"": ""give"", ""tag"": ""VERB""},\n  {""text"": ""you"", ""tag"": ""PRON""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""any"", ""tag"": ""DET""},\n  {""text"": ""action"", ""tag"": ""NOUN""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': ""'"", 'tag': 'PUNCT'}, {'text': 'i', 'tag': 'PRON'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'was', 'tag': 'AUX'}, {'text': 'too', 'tag': 'ADV'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'tired', 'tag': 'ADJ'}, {'text': 'to', 'tag': 'ADP'}, {'text': 'give', 'tag': 'VERB'}, {'text': 'you', 'tag': 'PRON'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'any', 'tag': 'DET'}, {'text': 'action', 'tag': 'NOUN'}, {'text': '.', 'tag': 'PUNCT'}]}]","['PUNCT', 'PRON', 'PUNCT', 'AUX', 'ADV', 'PUNCT', 'ADJ', 'ADP', 'VERB', 'PRON', 'PUNCT', 'DET', 'NOUN', 'PUNCT']",0,"['SYM', 'VBD', 'RB', 'JJ', 'TO', 'VB', 'PRP', 'DT', 'NN', '.']",0
"['enron', 'is', 'blowing', 'up', '.']","['PROPN', 'AUX', 'VERB', 'ADP', 'PUNCT']",5,"[{'raw_response': '[\n  {""text"": ""enron"", ""tag"": ""PROPN""},\n  {""text"": ""is"", ""tag"": ""AUX""},\n  {""text"": ""blowing"", ""tag"": ""VERB""},\n  {""text"": ""up"", ""tag"": ""ADP""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'enron', 'tag': 'PROPN'}, {'text': 'is', 'tag': 'AUX'}, {'text': 'blowing', 'tag': 'VERB'}, {'text': 'up', 'tag': 'ADP'}, {'text': '.', 'tag': 'PUNCT'}]}]","['PROPN', 'AUX', 'VERB', 'ADP', 'PUNCT']",5,"['FW', 'VBZ', 'VBG', 'RB', '.']",0
"['Vince', ',']","['PROPN', 'PUNCT']",2,"[{'raw_response': '[\n  {""text"": ""Vince"", ""tag"": ""PROPN""},\n  {""text"": "","", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'Vince', 'tag': 'PROPN'}, {'text': ',', 'tag': 'PUNCT'}]}]","['PROPN', 'PUNCT']",2,"['NNP', ',']",0
"['We', 'are', 'still', 'trying', 'to', 'work', 'the', 'PSE', 'swap', 'transaction', ',', 'now', 'that', 'the', 'forex', 'desk', 'has', 'been', 'able', 'to', 'find', 'a', 'fix', 'for', 'CPI', 'in', 'the', 'market', '.']","['PRON', 'AUX', 'ADV', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'ADV', 'SCONJ', 'DET', 'NOUN', 'NOUN', 'AUX', 'AUX', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",29,"[{'raw_response': '[\n  {""text"": ""We"", ""tag"": ""PRON""},\n  {""text"": ""are"", ""tag"": ""AUX""},\n  {""text"": ""still"", ""tag"": ""ADV""},\n  {""text"": ""trying"", ""tag"": ""VERB""},\n  {""text"": ""to"", ""tag"": ""PART""},\n  {""text"": ""work"", ""tag"": ""VERB""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""PSE"", ""tag"": ""X""},\n  {""text"": ""swap"", ""tag"": ""NOUN""},\n  {""text"": ""transaction"", ""tag"": ""NOUN""},\n  {""text"": "","", ""tag"": ""PUNCT""},\n  {""text"": ""now"", ""tag"": ""ADV""},\n  {""text"": ""that"", ""tag"": ""SCONJ""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""forex"", ""tag"": ""NOUN""},\n  {""text"": ""desk"", ""tag"": ""NOUN""},\n  {""text"": ""has"", ""tag"": ""AUX""},\n  {""text"": ""been"", ""tag"": ""VERB""},\n  {""text"": ""able"", ""tag"": ""ADJ""},\n  {""text"": ""to"", ""tag"": ""PART""},\n  {""text"": ""find"", ""tag"": ""VERB""},\n  {""text"": ""a"", ""tag"": ""DET""},\n  {""text"": ""fix"", ""tag"": ""NOUN""},\n  {""text"": ""for"", ""tag"": ""ADP""},\n  {""text"": ""CPI"", ""tag"": ""X""},\n  {""text"": ""in"", ""tag"": ""ADP""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""market"", ""tag"": ""NOUN""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'We', 'tag': 'PRON'}, {'text': 'are', 'tag': 'AUX'}, {'text': 'still', 'tag': 'ADV'}, {'text': 'trying', 'tag': 'VERB'}, {'text': 'to', 'tag': 'PART'}, {'text': 'work', 'tag': 'VERB'}, {'text': 'the', 'tag': 'DET'}, {'text': 'PSE', 'tag': 'X'}, {'text': 'swap', 'tag': 'NOUN'}, {'text': 'transaction', 'tag': 'NOUN'}, {'text': ',', 'tag': 'PUNCT'}, {'text': 'now', 'tag': 'ADV'}, {'text': 'that', 'tag': 'SCONJ'}, {'text': 'the', 'tag': 'DET'}, {'text': 'forex', 'tag': 'NOUN'}, {'text': 'desk', 'tag': 'NOUN'}, {'text': 'has', 'tag': 'AUX'}, {'text': 'been', 'tag': 'VERB'}, {'text': 'able', 'tag': 'ADJ'}, {'text': 'to', 'tag': 'PART'}, {'text': 'find', 'tag': 'VERB'}, {'text': 'a', 'tag': 'DET'}, {'text': 'fix', 'tag': 'NOUN'}, {'text': 'for', 'tag': 'ADP'}, {'text': 'CPI', 'tag': 'X'}, {'text': 'in', 'tag': 'ADP'}, {'text': 'the', 'tag': 'DET'}, {'text': 'market', 'tag': 'NOUN'}, {'text': '.', 'tag': 'PUNCT'}]}]","['PRON', 'AUX', 'ADV', 'VERB', 'PART', 'VERB', 'DET', 'X', 'NOUN', 'NOUN', 'PUNCT', 'ADV', 'SCONJ', 'DET', 'NOUN', 'NOUN', 'AUX', 'VERB', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'X', 'ADP', 'DET', 'NOUN', 'PUNCT']",26,"['PRP', 'VBP', 'RB', 'VBG', 'TO', 'NN', 'DT', 'NNP', 'NN', 'NN', ',', 'RB', 'IN', 'DT', 'NN', 'NN', 'VBZ', 'VBN', 'JJ', 'TO', 'VB', 'SYM', 'SYM', 'UH', 'IN', 'NNP', 'IN', 'DT', 'NN', '.']",0
"['Further', 'to', 'my', 'voicemail', ',', 'our', 'colleagues', 'in', 'credit', 'are', 'calculating', 'the', 'reserve', 'on', 'the', 'PSE', 'swap', '.']","['ADV', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'PRON', 'NOUN', 'ADP', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']",18,"[{'raw_response': '[\n  {""\'Further\'"": ""ADV""},\n  {""\'to\'"": ""ADP""},\n  {""\'my\'"": ""PRON""},\n  {""\'voicemail\'"": ""NOUN""},\n  {""\',\'"": ""PUNCT""},\n  {""\'our\'"": ""PRON""},\n  {""\'colleagues\'"": ""NOUN""},\n  {""\'in\'"": ""ADP""},\n  {""\'credit\'"": ""PROPN""},\n  {""\'are\'"": ""AUX""},\n  {""\'calculating\'"": ""VERB""},\n  {""\'the\'"": ""DET""},\n  {""\'reserve\'"": ""NOUN""},\n  {""\'on\'"": ""ADP""},\n  {""\'the\'"": ""DET""},\n  {""\'PSE\'"": ""X""},\n  {""\'swap\'"": ""NOUN""},\n  {\',\'"": ""PUNCT""},\n  {\'.\': ""PUNCT""}\n]', 'parsed_json': {'error': 'Response could not be parsed as JSON', 'raw_output': '[\n  {""\'Further\'"": ""ADV""},\n  {""\'to\'"": ""ADP""},\n  {""\'my\'"": ""PRON""},\n  {""\'voicemail\'"": ""NOUN""},\n  {""\',\'"": ""PUNCT""},\n  {""\'our\'"": ""PRON""},\n  {""\'colleagues\'"": ""NOUN""},\n  {""\'in\'"": ""ADP""},\n  {""\'credit\'"": ""PROPN""},\n  {""\'are\'"": ""AUX""},\n  {""\'calculating\'"": ""VERB""},\n  {""\'the\'"": ""DET""},\n  {""\'reserve\'"": ""NOUN""},\n  {""\'on\'"": ""ADP""},\n  {""\'the\'"": ""DET""},\n  {""\'PSE\'"": ""X""},\n  {""\'swap\'"": ""NOUN""},\n  {\',\'"": ""PUNCT""},\n  {\'.\': ""PUNCT""}\n]'}}]",[],0,"['RB', 'TO', 'PRP', 'NN', ',', 'PRP$', 'NNS', 'IN', 'NN', 'VBP', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NN', '.']",0
"['They', 'are', 'currently', 'using', '9.5', '%', 'fixed', 'based', 'on', 'the', '1', 'year', 'implied', 'volatility', '.']","['PRON', 'AUX', 'ADV', 'VERB', 'NUM', 'SYM', 'VERB', 'VERB', 'ADP', 'DET', 'NUM', 'NOUN', 'VERB', 'NOUN', 'PUNCT']",15,"[{'raw_response': '[\n  {""text"": ""They"", ""tag"": ""PRON""},\n  {""text"": ""are"", ""tag"": ""AUX""},\n  {""text"": ""currently"", ""tag"": ""ADV""},\n  {""text"": ""using"", ""tag"": ""VERB""},\n  {""text"": ""9.5"", ""tag"": ""NUM""},\n  {""text"": ""%"", ""tag"": ""SYM""},\n  {""text"": ""fixed"", ""tag"": ""ADJ""},\n  {""text"": ""based"", ""tag"": ""ADJ""},\n  {""text"": ""on"", ""tag"": ""ADP""},\n  {""text"": ""the"", ""tag"": ""DET""},\n  {""text"": ""1"", ""tag"": ""NUM""},\n  {""text"": ""year"", ""tag"": ""NOUN""},\n  {""text"": ""implied"", ""tag"": ""VERB""},\n  {""text"": ""volatility"", ""tag"": ""NOUN""},\n  {""text"": ""."", ""tag"": ""PUNCT""}\n]', 'parsed_json': [{'text': 'They', 'tag': 'PRON'}, {'text': 'are', 'tag': 'AUX'}, {'text': 'currently', 'tag': 'ADV'}, {'text': 'using', 'tag': 'VERB'}, {'text': '9.5', 'tag': 'NUM'}, {'text': '%', 'tag': 'SYM'}, {'text': 'fixed', 'tag': 'ADJ'}, {'text': 'based', 'tag': 'ADJ'}, {'text': 'on', 'tag': 'ADP'}, {'text': 'the', 'tag': 'DET'}, {'text': '1', 'tag': 'NUM'}, {'text': 'year', 'tag': 'NOUN'}, {'text': 'implied', 'tag': 'VERB'}, {'text': 'volatility', 'tag': 'NOUN'}, {'text': '.', 'tag': 'PUNCT'}]}]","['PRON', 'AUX', 'ADV', 'VERB', 'NUM', 'SYM', 'ADJ', 'ADJ', 'ADP', 'DET', 'NUM', 'NOUN', 'VERB', 'NOUN', 'PUNCT']",13,"['PRP', 'VBP', 'RB', 'VBG', 'CD', '.', 'CD', 'NN', 'VBN', 'VBN', 'IN', 'DT', 'CD', 'NN', 'VBN', 'NN', '.']",0
"['Volatility', 'of', 'USD', '/', 'DM', 'has', 'been', 'in', 'the', 'range', 'of', 'between', '7', '%', 'and', '11', '%', '.']","['NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'AUX', 'AUX', 'ADP', 'DET', 'NOUN', 'ADP', 'ADP', 'NUM', 'SYM', 'CCONJ', 'NUM', 'SYM', 'PUNCT']",18,"[{'raw_response': '[\n  {""Volatility"": ""NOUN""},\n  {""of"": ""ADP""},\n  {""USD"": ""PROPN""},\n  {""/"": ""SYM""},\n  {""DM"": ""PROPN""},\n  {""has"": ""AUX""},\n  {""been"": ""VERB""},\n  {""in"": ""ADP""},\n  {""the"": ""DET""},\n  {""range"": ""NOUN""},\n  {""of"": ""ADP""},\n  {""between"": ""ADJ""},\n  {""7"": ""NUM""},\n  {""%"": ""SYM""},\n  {""and"": ""CCONJ""},\n  {""11"": ""NUM""},\n  {""%"": ""SYM""}\n]', 'parsed_json': [{'Volatility': 'NOUN'}, {'of': 'ADP'}, {'USD': 'PROPN'}, {'/': 'SYM'}, {'DM': 'PROPN'}, {'has': 'AUX'}, {'been': 'VERB'}, {'in': 'ADP'}, {'the': 'DET'}, {'range': 'NOUN'}, {'of': 'ADP'}, {'between': 'ADJ'}, {'7': 'NUM'}, {'%': 'SYM'}, {'and': 'CCONJ'}, {'11': 'NUM'}, {'%': 'SYM'}]}]",[],0,"['NN', 'IN', 'NNP', ':', 'NNP', 'VBZ', 'VBN', 'IN', 'DT', 'NN', 'IN', 'IN', 'CD', 'NN', 'CC', 'CD', 'NN', '.']",0
